id,citekey,title,authors,year,month,journal,book_title,publisher,institution,volume,number,pages,note,keywords,url,code,pdf,image,thumbnail,doi,external,abstract,isbn,type_id
80.0,,SDD-DETR: Surface Defect Detection for No-Service Aero-Engine Blades With Detection Transformer,X. Sun; K. Song; X. Wen; Y. Wang; Y. Yan,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"Ministry of Education, School of Mechanical Engineering and Automation, the National Frontiers Science Center for Industrial Intelligence and Systems Optimization, and the Key Laboratory of Data Analytics and Optimization for Smart Industry, Northeastern University, Shenyang, Liaoning, China; Ministry of Education, School of Mechanical Engineering and Automation, the National Frontiers Science Center for Industrial Intelligence and Systems Optimization, and the Key Laboratory of Data Analytics and Optimization for Smart Industry, Northeastern University, Shenyang, Liaoning, China; School of Software, Shenyang University of Technology, Shenyang, Liaoning, China; Ministry of Education, School of Mechanical Engineering and Automation, the National Frontiers Science Center for Industrial Intelligence and Systems Optimization, and the Key Laboratory of Data Analytics and Optimization for Smart Industry, Northeastern University, Shenyang, Liaoning, China; Ministry of Education, School of Mechanical Engineering and Automation, the National Frontiers Science Center for Industrial Intelligence and Systems Optimization, and the Key Laboratory of Data Analytics and Optimization for Smart Industry, Northeastern University, Shenyang, Liaoning, China",0,0,,,Blades;Aircraft propulsion;Accuracy;Transformers;Inspection;Detectors;YOLO,,https://github.com/VDT-2048/SDD-DETR,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10681441,,,10.1109/TASE.2024.3457829,False,"Vision-based surface defect detection (SDD) for no-service aero-engine blades provides a fast and effective way to monitor product quality. Most existing detection algorithms for aero-engine blades are 1) based on CNN, including artificially designed non-maximum suppression (NMS) operations, and 2) focus on improving the detection accuracy rather than improving the inference speed and even ignoring the latter. To solve the above problems, we introduce a novel object detection paradigm, DEtection TRansformer (DETR), to design a novel network (SDD-DETR) with high accuracy for the SDD of aero-engine blades. To our knowledge, the paper is the first to introduce the DETR detector to SDD of aero-engine blades. While providing high accuracy, the inference speed of DETR remained slow due to self-attention operation and feed-forward network (FFN). Therefore, two lightweight modules have been designed for SDD of aero-engine blades: a progressive feature input multi-scale deformable attention module (PFI-MSDA) and a lightweight FFN (LW-FFN). PFI-MSDA hierarchically reduces the number of tokens input to the self-attention module, thereby reducing the time complexity of the self-attention layer. LW-FFN shrinks the complexity of multilayer perceptron. In addition, no parameter sharing of the detection head is utilized to compensate for the accuracy drop caused by the lightweight. Experiments verify that our method has the same AP and F1-score as DINO (a DETR-based detector), but our approach is lighter. Compared with DINO, the FLOPs are reduced by 113.4 ${G}$ , the inference speed is increased by 42.4%, and the runtime memory usage is reduced by 5.9 ${G}$ , which allows our method to be trained on low-end GPUs with more batch size, further improving the training efficiency. The code is available at https://github.com/VDT-2048/SDD-DETR. Note to Practitioners—The motivation for this paper is to design a high-precision and high-inference speed visual detection method for the SDD of aero-engine blades. Most high-precision vision methods are based on the transformer framework. However, its high complexity and poor compatibility in deployment environments lead to slower detection speeds. Although the application object in this paper is aero-engine blades, it is also applicable in other fields of industry, such as rail detection, plate and strip steel detection, etc. However, the method proposed cannot be supported by deployment environments such as RKNN because of the deformable attention operator, so it takes a certain amount of time to be deployed and put into practical use. Currently, the frameworks of visual and language large models are based on transformers, consistent with the framework of our method, which makes extending our approach to large visual and multi-modal models more accessible.",,1
81.0,,Semi-Supervised Domain Adaptation With Dual-Adversarial Learning for Lane Detection,X. Yao; Y. Wang; L. Dai; S. Zhang; M. Dou; Y. Deng,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"School of Computer and Information Engineering and the Anhui Engineering Research Center for Intelligent Computing and Information Innovation, Fuyang Normal University, Fuyang, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China; Department of Civil and Environmental Engineering, The Hong Kong University of Science and Technology, Hong Kong, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing (LIESMARS), Wuhan University, Wuhan, China",0,0,,,Lane detection;Feature extraction;Entropy;Autonomous vehicles;Annotations;Adversarial machine learning;Semantics,,https://github.com/shenhuqiji/LD-SSDA,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10680388,,,10.1109/TASE.2024.3451507,False,"Lane detection approaches relying on abundant annotations have achieved great progress in autonomous driving. These approaches may suffer from performance collapse when directly applied to unseen images due to domain discrepancy. Most researches utilize unsupervised domain adaptation (UDA) to mitigate domain shifts. Despite this, there is still a large performance gap between UDA and supervised methods because lack of target supervision makes improving performance of cross-domain lane detection difficult. In this paper, we introduce semi-supervised domain adaptation (SSDA) to lane detection and develop a simple yet effective dual-adversarial learning scheme to minimize domain discrepancy. Specifically, we conduct global alignment by calculating entropy information of unlabeled target and source data to align entropy distribution and enhance feature confidence of lanes. Domain consistency adversarial learning is proposed to make full use of both source and unlabeled/labeled target data. A triplet of features is used to learn lane-invariant representations by distinguishing whether the feature belongs to same domain. This is conducive to promote consistency of lanes information in cross domain. In two datasets, our method obtains a better performance of 42.5% (54.9%) and 45.8% (64.1%) based on a small amount of target supervision. Experimental results demonstrate effectiveness of our method as well as its superiority to other methods in terms of reducing performance gap with supervised methods (https://github.com/shenhuqiji/LD-SSDA) Note to Practitioners—This paper focuses on the cross domain lane detection task to narrow domain discrepancy in lane detection among different scenarios for autonomous driving. It aims to reduce extra label annotations and retraining costs. Considering unsupervised domain adaptation method is hard to further improve detection performance when a large domain shift occurs in adaptation scenarios, we construct an effective dual-adversarial learning scheme based on semi-supervised domain adaptation for lane detection. This method takes as input a triplet of source data, unlabeled and labeled target data to effectively enhance cross domain detection accuracy, which is contributed to the perception tasks in driving scenarios, such as path and motion planning, lane departure warning, lane changing decisions. Our method has a better generalization ability in face of various scenarios and can be easily integrated in software platforms, which greatly facilitates the applications on intelligent systems in autonomous vehicles.",,1
82.0,,Probabilistic Data-Driven Modeling of a Melt Pool in Laser Powder Bed Fusion Additive Manufacturing,Q. Fang; G. Xiong; M. Zhao; T. S. Tamir; Z. Shen; C. -B. Yan; F. -Y. Wang,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"Institute of Automation, State Key Laboratory of Multimodal Artificial Intelligence Systems, Chinese Academy of Sciences, Beijing, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, State Key Laboratory of Multimodal Artificial Intelligence Systems, Chinese Academy of Sciences, Beijing, China; Institute of Automation, State Key Laboratory of Multimodal Artificial Intelligence Systems, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Precision Electronic Manufacturing Technology and Equipment, Guangdong University of Technology, Guangzhou, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Institute of Automation, State Key Laboratory of Multimodal Artificial Intelligence Systems, Chinese Academy of Sciences, Beijing, China; Faculty of Electronic and Information Engineering, State Key Laboratory for Manufacturing Systems Engineering and the School of Automation Science and Engineering, Xi’an Jiaotong University, Xi’an, Shaanxi, China; Institute of Automation, State Key Laboratory for Management and Control of Complex Systems, Chinese Academy of Sciences, Beijing, China",0,0,,,Numerical models;Data models;Uncertainty;Powders;Predictive models;Systematics;Reliability,,https://github.com/qihangGH/probabilistic_melt_pool_model,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10632066,,,10.1109/TASE.2024.3412431,False,"The widespread adoption of laser powder bed fusion (LPBF) additive manufacturing is hampered by process unreliability problems. Modeling the melt pool behavior in LPBF is crucial to develop process control methods. While data-driven models linking melt pool dynamics to specific process parameters have shown appreciable advancements, existing models often oversimplify these relationships as deterministic, failing to account for the inherent instability of LPBF processes. Such simplifications can lead to overconfident and unreliable predictions, potentially resulting in erroneous process decisions. To address this critical issue, we propose a probabilistic data-driven approach to melt pool modeling that incorporates process noise and uncertainty. Our framework formulates a problem that includes distribution approximation and uncertainty quantification. Specifically, the Gaussian distribution with higher order priors, aided with variational inference and importance sampling, is used to approximate the probability distribution of melt pool characteristics. The uncertainty inherent in both LPBF process data and the modeling approach itself are then decomposed and approximated by using Monte Carlo sampling. The melt pool model is improved further by using a novel grid-based representation for the neighborhood of a fusion point, and a neural network architecture designed for effective feature fusion. This approach not only refines the accuracy of the model but also quantifies the uncertainty of the predictions, thereby enabling more informed decision-making with reduced risk. Two potential applications, including LPBF process planning and anomaly detection, are discussed. The implementation of our model is available at https://github.com/qihangGH/probabilistic_melt_pool_model. Note to Practitioners—Modeling the melt pool behavior in laser powder bed fusion (LPBF) processes is pivotal for enhancing its quality control. However, a problem is that most existing data-driven melt pool models learn melt pool behavior with a deterministic function, which predicts the same outputs if its inputs are the same. This deviates from the reality and neglects the uncertainty in LPBF processes. As a consequence, the quality control methods based on such melt pool models lack required reliability. In response to these challenges, this work proposes to model melt pool behavior by using probability distributions with deep learning techniques, which can quantify the uncertainty in both LPBF process data and data-driven models. Aided with an elegantly designed representation for the neighborhood of a fusion point as model input, and a neural network architecture that fuses multi-modal data, the proposed model achieves accurate melt pool size prediction results. More importantly, this work quantifies and decomposes the prediction uncertainty. By accounting for noise and parameter variations, the probabilistic modeling models developed herein offer a more robust foundation for LPBF quality control than the existing ones. They can be readily applied by practitioners to perform improved process planning, defect prognosis, and real-time anomaly detection tasks.",,1
83.0,,Decision Making for Multi-Robot Fixture Planning Using Multi-Agent Reinforcement Learning,E. Canzini; M. Auledas-Noguera; S. Pope; A. Tiwari,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"Department of Automatic Control and Systems Engineering, The University of Sheffield, Sheffield, U.K.; Department of Automatic Control and Systems Engineering, The University of Sheffield, Sheffield, U.K.; Department of Automatic Control and Systems Engineering, The University of Sheffield, Sheffield, U.K.; Department of Automatic Control and Systems Engineering, The University of Sheffield, Sheffield, U.K.",0,0,,,Fixtures;Planning;Task analysis;Manufacturing;Reinforcement learning;Robots;Layout,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10597641,,,10.1109/TASE.2024.3424677,False,"Within the realm of flexible manufacturing, fixture layout planning allows manufacturers to rapidly deploy optimal fixturing plans that can reduce surface deformation that leads to crack propagation in components during manufacturing tasks. The role of fixture layout planning has evolved from being performed by experienced engineers to computational methods due to the number of possible configurations for components. Current optimisation methods commonly fall into sub-optimal positions due to the existence of local optima, with data-driven machine learning techniques relying on costly to collect labelled training data. In this paper, we present a framework for multi-agent reinforcement learning with team decision theory to find optimal fixturing plans for manufacturing tasks. We demonstrate our approach on two representative aerospace components with complex geometries across a set of drilling tasks, illustrating the capabilities of our method; we will compare this against state of the art methods to showcase our method’s improvement at finding optimal fixturing plans with 3 times the improvement in deformation control within tolerance bounds. Note to Practitioners—Fixture layout planning is one of the most fundamental manufacturing tasks that must be carried out before production cycles can begin, to ensure that deformation is within tolerances to avoid crack propagation and component damage. However, reliance on humans to generate these plans has led to sub-optimal solutions, leading to manufacturers incurring losses and wanting to explore analytical methods for fixture planning. In this vein, there may be the temptation to find a single solution that can be applied to all problems regardless of complexity. However, in the age of flexible manufacturing, the benefits of building tailored solutions within a framework -referred to as “freedom within a framework” -become more apparent. This paper outlines the framework for multi-agent reinforcement learning for fixture layout planning, and demonstrates the capabilities of this framework to outperform current state of the art methods with a simple algorithm through extensive experiments on representative aerospace components. We provide code implementations of our work on GitHub (Multi-Agent Fixture Planner on GitHub).",,1
84.0,,DGNR: Density-Guided Neural Point Rendering of Large Driving Scenes,Z. Li; C. Wu; L. Zhang; J. Zhu,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"College of Software, Zhejiang University, Hangzhou, China; Robotics and Autonomous Driving Laboratory (RAL), Baidu Research, Beijing, China; Robotics and Autonomous Driving Laboratory (RAL), Baidu Research, Beijing, China; College of Computer Science, Zhejiang University, Hangzhou, China",0,0,,,Rendering (computer graphics);Real-time systems;Three-dimensional displays;Trajectory;Laser radar;Image color analysis;Geometry,,https://github.com/JOP-Lee/DGNR-Rendering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10570249,,,10.1109/TASE.2024.3410891,False,"Despite the recent success of Neural Radiance Field (NeRF), it is still challenging to render large-scale driving scenes with long trajectories, particularly when the rendering quality and efficiency are in high demand. Existing methods for such scenes usually involve with spatial warping, geometric supervision from zero-shot normal or depth estimation, or scene division strategies, where the synthesized views are often blurry or fail to meet the requirement of efficient rendering. To address the above challenges, this paper presents a novel framework that learns a density space from the scenes to guide the construction of a point-based renderer, dubbed as DGNR (Density-Guided Neural Rendering). In DGNR, geometric priors are no longer needed, which can be intrinsically learned from the density space through volumetric rendering. Specifically, we make use of a differentiable renderer to synthesize images from the neural density features obtained from the learned density space. A density-based fusion module and geometric regularization are proposed to optimize the density space. By conducting experiments on a widely used autonomous driving dataset, we have validated the effectiveness of DGNR in synthesizing photorealistic driving scenes and achieving real-time capable rendering. Our project page is available at https://github.com/JOP-Lee/DGNR-Rendering. Note to Practitioners—While Neural Radiance Field (NeRF) has been gaining attraction, it is still challenging to create highly detailed, efficient renderings of large driving scenes. Current methods often resort to spatial warping, geometric guidance from tools like zero-shot normal or depth estimates, or dividing the scene into smaller parts. Unfortunately, these techniques can result in blurred images or fail to meet efficiency needs. To solve these challenges, we introduce a learned density space to build a point-based renderer, termed Density-Guided Neural Rendering (DGNR). With DGNR, we no longer need geometric priors because the density space can inherently learn them through volume rendering. Specifically, we use a flexible renderer to create images from the neural density features derived from the learned density space. We have also proposed a density-based fusion module and geometric regularization to optimize the density space. We evaluated DGNR on a popular autonomous driving dataset and found it to be effective in creating realistic driving scenes and capable of real-time rendering. Project page: https://github.com/JOP-Lee/DGNR-Rendering.",,1
85.0,,MVoxTi-DNeRF: Explicit Multi-Scale Voxel Interpolation and Temporal Encoding Network for Efficient Dynamic Neural Radiance Field,W. Yan; Y. Chen; W. Zhou; R. Cong,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"School of Computer and Control Engineering, Yantai University, Yantai, China; School of Computer and Control Engineering, Yantai University, Yantai, China; School of Computer Science and Engineering, Nanyang Technological University, Singapore, Singapore; School of Control Science and Engineering, Shandong University, Jinan, China",0,0,,,Rendering (computer graphics);Three-dimensional displays;Deformation;Estimation;Training;Interpolation;Image color analysis,,https://github.com/CHenYYff/MVoxTi-DNeRF,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10570380,,,10.1109/TASE.2024.3416533,False,"Neural radiance fields have revolutionized the field of novel view synthesis, achieving remarkable results. However, traditional approaches based on implicit representations, particularly those built upon NeRF, suffer from slow rendering speeds due to the need for numerous MLP evaluations. Recently, there has been a promising shift towards explicit representations using voxel grids, which has significantly improved reconstruction times for static scenes. Nonetheless, extending these methods from static scenes to dynamic scenes is a non-trivial task as it requires accounting for the changing geometry and appearance of the scene over time. In this paper, we propose an efficient dynamic neural radiance field with multi-scale explicit voxel interpolation and temporal encoding. We leverage an explicit voxel structure to store the 3D dynamic features, while employing a lightweight MLP to estimate the displacement, thereby significantly enhancing the reconstruction speed. In our canonical module, we incorporated temporal information encoding in density estimation and color estimation to rectify the error estimation of the displacement in deformation module. In addition, a multi-scale voxel interpolation is designed to accommodate large-scale motions while meticulously capturing intricate details in small-scale motions in the density estimation module. In experiment, we evaluate our MVoxTi-DNeRF method on both synthetic and real scenes, where it achieves superior or comparable rendering quality compared to state of the art methods, while remaining computationally efficient (more than 60 $\times$  faster than the original DNeRF). More experiment results and test code are available at https://github.com/CHenYYff/MVoxTi-DNeRF Note to Practitioners—Neural Radiance Fields(NeRF) can create highly detailed and realistic 3D models from 2D images via a neural network. It is particularly popular for its capacity to generate novel views of a scene, enabling it to synthesize images from previously unobserved viewpoints. NeRF has found applications in a wide range of fields, including virtual reality, augmented reality, gaming, and so on. In this study, we introduces an efficient dynamic NeRF method. First, our network leverages an optimized explicit voxel grid to store 3D dynamic features and employs a lightweight MLP to decode these deformation features, significantly accelerating the training process. Second, to correct the error estimation related to deformation displacement, we introduce encoding of temporal information into density and color estimation in our canonical module, which fortifies the canonical field’s perception of temporal information. Third, we utilize multi-scale voxel interpolation to capture different-scale motion in the density estimation module, where minor motions are modeled using nearby voxels, while motion within a broader range is captured through more distant voxels. The consideration of multi-scale voxel features diminishes the detrimental impact caused by inaccurate displacement estimation.",,1
86.0,,Deep Reinforcement Learning With Multiple Unrelated Rewards for AGV Mapless Navigation,B. Cai; C. Wei; Z. Ji,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"College of Mechanical and Electrical Engineering, Hohai University, Changzhou, China; College of Mechanical and Electrical Engineering, Hohai University, Changzhou, China; School of Engineering, Cardiff University, Cardiff, U.K.",0,0,,,Robots;Navigation;Collision avoidance;Task analysis;Servers;Heuristic algorithms;Vehicle dynamics,,https://github.com/dornenkrone/MFPG,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555525,,,10.1109/TASE.2024.3410162,False,"Mapless navigation for Automated Guided Vehicles (AGV) via Deep Reinforcement Learning (DRL) algorithms has attracted significantly rising attention in recent years. Collision avoidance from dynamic obstacles in unstructured environments, such as pedestrians and other vehicles, is one of the key challenges for mapless navigation. Autonomous navigation requires a policy to make decisions to optimize the path distance towards the goal but also to reduce the probability of collisions with obstacles. Mostly, the reward for AGV navigation is calculated by combining multiple reward functions for different purposes, such as encouraging the robot to move towards the goal or avoiding collisions, as a state-conditioned function. The combined reward, however, may lead to biased behaviours due to the empirically chosen weights when multiple rewards are combined and dangerous situations are misjudged. Therefore, this paper proposes a learning-based method with multiple unrelated rewards, which represent the evaluation of different behaviours respectively. The policy network, named Multi-Feature Policy Gradients (MFPG), is conducted by two separate Q networks that are constructed by two individual rewards, corresponding to goal distance shortening and collision avoidance, respectively. In addition, we also propose an auto-tuning method, named Ada-MFPG, that allows the MFPG algorithm to automatically adjust the weights for the two separate policy gradients. For collision avoidance, we present a new social norm-oriented continuous biased reward for performing specific social norm so as to reduce the probabilities of AGV collisions. By adding an offset gain to one of the reward functions, vehicles conducted by the proposed algorithm exhibited the predetermined features. The work was tested in different simulation environments under multiple scenarios with a single robot or multiple robots. The proposed MFPG method is compared with standard Deep Deterministic Policy Gradient (DDPG), the modified DDPG, SAC and TD3 with a social norm mechanism. MFPG significantly increases the success rate in robot navigation tasks compared with the DDPG. Besides, among all the benchmarking algorithms, the MFPG-based algorithms have the optimal task completion duration and lower variance compared with the baselines. The work has also been tested on real robots. Experiments on the real robots demonstrate the viability of the trained model for the real world scenarios. The learned model can be used for multi-robot mapless navigation in complex environments, such as a warehouse, that need multi-robot cooperation. Our source code and supplementary material is available at https://github.com/dornenkrone/MFPG Note to Practitioners—Autonomous navigation for AGVs in complex and large-scale environments, such as factories and warehouses, is challenging. AGVs are usually centrally controlled and depend on reliable communications. However, centralized control is not always reliable due to poor signal strengths or crashes of the server, and hence unsuitable due to the requirements of accurate information of the dynamic environments and fast responses of decision making. Therefore, it is necessary for the vehicles to perform reliable decision making based on only onboard sensors and processors, for efficient and safe autonomous navigation. Existing methods, such as simultaneous localization and mapping (SLAM) and motion planning algorithms, have been widely used. However, they are neither flexible nor generalizable enough. This paper proposes a method for autonomous navigation based on reinforcement learning (RL), which allows vehicles to gain experience through cumulative rewards by continuously interacting with the environment. The RL-based controller is designed for optimising its performance in two independent aspects, namely collision avoidance and navigation, which are quantified as separate rewards. Instead of carefully hand-crafting a combined reward, our proposed approach trains the agent using the two rewards separately to obtain one optimal policy. It is clearly easier and more practical to design the individual rewards than manually combining them. Besides, the algorithm includes a mechanism for incorporating social norms to encourage the vehicles to follow the right-hand rule, such that they can avoid pedestrians or other vehicles in a socially acceptable manner. This is achieved by adding a continuous bias on the collision avoidance reward. Experiments using simulation environments and real robots suggest that the method is generalizable to multi-robot systems, while guaranteeing safety. In future research, we will focus on incorporating uncertainties of sensor readings for safe and reliable autonomous navigation.",,1
87.0,,Effective Multi-Agent Deep Reinforcement Learning Control With Relative Entropy Regularization,C. Miao; Y. Cui; H. Li; X. Wu,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"University of Chinese Academy of Sciences, Beijing, China; Shenzhen Institute of Advanced Technology, Guangdong-Hong Kong-Macao Joint Laboratory of Human-Machine Intelligence-Synergy Systems, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Guangdong-Hong Kong-Macao Joint Laboratory of Human-Machine Intelligence-Synergy Systems, Chinese Academy of Sciences, Shenzhen, China; Shenzhen Institute of Advanced Technology, Guangdong-Hong Kong-Macao Joint Laboratory of Human-Machine Intelligence-Synergy Systems, Chinese Academy of Sciences, Shenzhen, China",0,0,,,Task analysis;Entropy;Games;Training;Chemicals;Optimization;Large-scale systems,,https://github.com/AdrienLin1/MACDPP,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10530635,,,10.1109/TASE.2024.3398712,False,"This paper focused on developing an effective Multi-Agent Reinforcement Learning (MARL) approach that quickly explores optimal control policies of multiple agents through interactions with unknown environments. Multi-Agent Continuous Dynamic Policy Gradient (MACDPP) was proposed to tackle the issues of limited capability and sample efficiency in the current MARL approaches. It alleviates the inconsistency of multiple agents’ policy updates by introducing the relative entropy regularization to the Centralized Training with Decentralized Execution (CTDE) framework with the Actor-Critic (AC) structure. Evaluated by multi-agent cooperation and competition tasks and traditional control tasks including OpenAI benchmarks and robot arm manipulation, MACDPP demonstrates its significant superiority in learning capability and sample efficiency compared with both related multi-agent and widely implemented signal-agent baselines. It converges to  $62\%$  higher average return and uses  $38\%$  fewer samples compared with the suboptimal baseline over all tasks, indicating the potential of MARL in challenging control scenarios, especially when the number of interactions is limited. The open source code of MACDPP is available at https://github.com/AdrienLin1/MACDPP. Note to Practitioners—Learning proper cooperation strategy over multiple agents in complicated systems has been a challenge in the domain of Reinforcement Learning. Our work extends the traditional MARL approach FKDPP that has been successfully implemented in the real-world chemical plant by Yokogawa to the CTDE framework and AC structure that supports continuous actions. This extension significantly expands its range of applications from cooperative/competitive tasks to the joint control of one complex system while maintaining its effectiveness.",,1
88.0,,GTSCalib: Generalized Target Segmentation for Target-Based Extrinsic Calibration of Non-Repetitive Scanning LiDAR and Camera,H. Huang; M. Zhang; L. Li; J. Hu; H. Wang,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China; School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China; School of Electronic Information Engineering, Xi’an Technological University, Xi’an, China; School of Cyber Science and Engineering, Xi’an Jiaotong University, Xi’an, China; Department of Automation, the Key Laboratory of System Control and Information Processing of Ministry of Education, and Shanghai Engineering Research Center of Intelligent Control and Management, Shanghai Jiao Tong University, Shanghai, China",0,0,,,Calibration;Three-dimensional displays;Laser radar;Point cloud compression;Image segmentation;Tuning;Feature extraction,,https://github.com/Natsu-Akatsuki/GTSCalib,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10529216,,,10.1109/TASE.2024.3398623,False,"Existing target segmentation methods are typically considered easy to implement and yield satisfactory results. However, they generally cannot adapt to a new environment without tiring parameter tuning, which leads to poor performance, including issues such as over-segmentation, under-segmentation, missing segmentation, and false positives. To avoid the wrong segmentation in a parameter-tuning-free and user-friendly fashion, we propose a generalized target segmentation (GTS) method based on the image-view representation of point clouds. Specifically, the method avoids devising a Euclidean space-based algorithm that is sensitive to surrounding objects and to the varied point cloud density and intensity in a new environment. The target segment produced by GTS can be used with any target-based extrinsic calibration architecture, based on which this paper further proposes a generalized target-based (in this case, chessboard) extrinsic calibration framework called GTSCalib for a non-repetitive scanning LiDAR and a camera. GTSCalib additionally introduces a novel intensity threshold method based on kernel density estimation (KDE) for 3D corner detection and the SQPnP solver for optimization to achieve more generalized and robust performance. Extensive simulations and experiments demonstrate that GTSCalib has high generalization ability, robustness, and accuracy. The code is released at https://github.com/Natsu-Akatsuki/GTSCalib. Note to Practitioners—Calibration is necessary for many non-repetitive scanning LiDAR-camera systems to enable sensor fusion in the fields of mapping, localization, and perception. Unfortunately, existing target-based (in this case, chessboard) calibration methods are weakly adaptable to the surrounding environment with variable density or intensity of point clouds, resulting in unstable performance, particularly for the target segmentation submodule. To solve this problem, we introduce a new target segmentation approach, GTS, and a more generalized and robust extrinsic calibration framework, GTSCalib. The proposed GTSCalib is very suitable for practitioners looking for a robust and accurate target-based calibration without limits on the target’s pose or its surrounding environment and without the need for time-consuming parameter tuning.",,1
89.0,,PyRoboCOP: Python-Based Robotic Control and Optimization Package for Manipulation and Collision Avoidance,A. U. Raghunathan; D. K. Jha; D. Romeres,2024,,IEEE Transactions on Automation Science and Engineering,,IEEE,"Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA; Mitsubishi Electric Research Laboratories (MERL), Cambridge, MA, USA",0,0,,,Optimization;Collision avoidance;Robots;Finite element analysis;Trajectory optimization;Task analysis;Optimal control,,https://github.com/merlresearch/PyRoboCOP,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440590,,,10.1109/TASE.2024.3365637,False,"Contacts are central to most manipulation tasks as they provide additional dexterity to robots to perform challenging tasks. However, frictional contacts leads to complex complementarity constraints. Planning in the presence of contacts requires robust handling of these constraints to find feasible solutions. This paper presents PyRoboCOP which is a lightweight Python-based package for control and optimization of robotic systems described by nonlinear Differential Algebraic Equations (DAEs). In particular, the proposed optimization package can handle systems with contacts that are described by complementarity constraints. We also present a general framework for specifying obstacle avoidance constraints using complementarity constraints. The package performs direct transcription of the DAEs into a set of nonlinear equations by performing orthogonal collocation on finite elements. The resulting optimization problem belongs to the class of Mathematical Programs with Complementarity Constraints (MPCCs). MPCCs fail to satisfy commonly assumed constraint qualifications and require special handling of the complementarity constraints in order for NonLinear Program (NLP) solvers to solve them effectively. PyRoboCOP provides automatic reformulation of the complementarity constraints that enables NLP solvers to perform optimization of robotic systems. The package is interfaced with for obtaining sparse derivatives by automatic differentiation and for performing optimization. We provide extensive numerical examples for various different robotic systems with collision avoidance as well as contact constraints represented using complementarity constraints. We provide comparisons with other open source optimization packages like and . The code is open sourced and available at https://github.com/merlresearch/PyRoboCOP. Note to Practitioners—PyRoboCOP is intended to be an easy-to-use software package written in Python which can be used for optimization, estimation and control for a large class of robotic systems. Including, in particular, contact-rich applications to deal with complex scenarios that arise when making and breaking contacts during a task. Typical problems that can be solved with our work are trajectory and control sequence optimization, parameter estimation. To make the proposed software package easier for practitioners, the paper provides access to the package and a large number of example problems. Furthermore, the package also provides a guide describing the details of all the methods a user might have to implement for their own system. Compared to some of the other packages, PyRoboCOP works with NumPy object arrays which is the native computing package in Python. We believe that this will make it much easier to learn and use compared to some of the other optimal control packages.",,1
