index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,github_url,github_code
10,Arena-Bench: A Benchmarking Suite for Obstacle Avoidance Approaches in Highly Dynamic Environments,L. Kästner; T. Bhuiyan; T. A. Le; E. Treis; J. Cox; B. Meinardus; J. Kmiecik; R. Carstens; D. Pichel; B. Fatloun; N. Khorsandi; J. Lambrecht,"Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany; Chair Industry Grade Networks and Clouds, Faculty of Electrical Engineering, and Computer Science, Berlin Institute of Technology, Berlin, Germany",IEEE Robotics and Automation Letters,25 Jul 2022,2022,7,4,9477,9484,"The ability to autonomously navigate safely, especially within dynamic environments, is paramount for mobile robotics. In recent years, DRL approaches have shown superior performance in dynamic obstacle avoidance. However, these learning-based approaches are often developed in specially designed simulation environments and are hard to test against conventional planning approaches. Furthermore, the integration and deployment of these approaches into real robotic platforms are not yet completely solved. In this letter, we present Arena-bench, a benchmark suite to train, test, and evaluate navigation planners on different robotic platforms within 3D environments. It provides tools to design and generate highly dynamic evaluation worlds, scenarios, and tasks for autonomous navigation and is fully integrated into the robot operating system. To demonstrate the functionalities of our suite, we trained a DRL agent on our platform and compared it against a variety of existing different model-based and learning-based navigation approaches on a variety of relevant metrics. Finally, we deployed the approaches towards real robots and demonstrated the reproducibility of the results. The code is publicly available at github.com/ignc-research/arena-bench",2377-3766,,10.1109/LRA.2022.3190086,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9827557,Software tools for benchmarking and reproducibility;motion and path planning;collision avoidance;reinforcement learning,Navigation;Benchmark testing;Robots;Task analysis;Measurement;Three-dimensional displays;Collision avoidance,,25.0,,30,IEEE,12 Jul 2022,,,IEEE,IEEE Journals,https://github.com/ignc-research/arena-bench,https://github.com/ignc-research/arena-bench
11,Visibility Maximization Controller for Robotic Manipulation,K. He; R. Newbury; T. Tran; J. Haviland; B. Burgess-Limerick; D. Kulić; P. Corke; A. Cosgun,"Monash University, Clayton, VIC, Australia; Monash University, Clayton, VIC, Australia; Monash University, Clayton, VIC, Australia; Queensland University of Technology Centre for Robotics, Brisbane, QLD, Australia; Queensland University of Technology Centre for Robotics, Brisbane, QLD, Australia; Monash University, Clayton, VIC, Australia; Queensland University of Technology Centre for Robotics, Brisbane, QLD, Australia; Monash University, Clayton, VIC, Australia",IEEE Robotics and Automation Letters,12 Jul 2022,2022,7,3,8479,8486,"Occlusions caused by a robot’s own body is a common problem for closed-loop control methods employed in eye-to-hand camera setups. We propose an optimization-based reactive controller that minimizes self-occlusions while achieving a desired goal pose. The approach allows coordinated control between the robot’s base, arm and head by encoding the line-of-sight visibility to the target as a soft constraint along with other task-related constraints, and solving for feasible joint and base velocities. The generalizability of the approach is demonstrated in simulated and real-world experiments, on robots with fixed or mobile bases, with moving or fixed objects, and multiple objects. The experiments revealed a trade-off between occlusion rates and other task metrics. While a planning-based baseline achieved lower occlusion rates than the proposed controller, it came at the expense of highly inefficient paths and a significant drop in the task success. On the other hand, the proposed controller is shown to improve visibility to the target object(s) without sacrificing too much from the task success and efficiency. Videos and code can be found at: rhys-newbury.github.io/projects/vmc/.",2377-3766,,10.1109/LRA.2022.3188430,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9815144,Visual servoing;sensor-based control;mobile ma-nipulation,Robots;Cameras;Task analysis;Robot kinematics;Robot vision systems;End effectors;Shock absorbers,,11.0,,26,IEEE,4 Jul 2022,,,IEEE,IEEE Journals,https://rhys-newbury.github.io/projects/vmc,https://github.com/alshedivat/al-folio
12,Efficient and Probabilistic Adaptive Voxel Mapping for Accurate Online LiDAR Odometry,C. Yuan; W. Xu; X. Liu; X. Hong; F. Zhang,"Department of Mechanical Engineering, The University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; School of System Design and Intelligent Manufacturing, Southern University of Science and Technology, Shenzhen, China; Department of Mechanical Engineering, The University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong",IEEE Robotics and Automation Letters,13 Jul 2022,2022,7,3,8518,8525,This letter proposes an efficient and probabilistic adaptive voxel mapping method for LiDAR odometry. The map is a collection of voxels; each contains one plane feature that enables the probabilistic representation of the environment and accurate registration of a new LiDAR scan. We further analyze the need for coarse-to-fine voxel mapping and then use a novel voxel map organized by a Hash table and octrees to build and update the map efficiently. We apply the proposed voxel map to an iterated extended Kalman filter and construct a maximum a posteriori probability problem for pose estimation. Experiments on the open KITTI dataset show the high accuracy and efficiency of our method compared to other state-of-the-art methods. Experiments on indoor and unstructured outdoor environments with solid-state LiDAR and non-repetitive scanning LiDAR further verify the adaptability of our mapping method to different environments and LiDAR scanning patterns (see our attached video1). Our codes and dataset are open-sourced on Github2,2377-3766,,10.1109/LRA.2022.3187250,University Grants Committee of Hong Kong General Research Fund(grant numbers:17206421); SUSTech startup Fund(grant numbers:Y01966105); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813516,Mapping;Localization;SLAM,Laser radar;Uncertainty;Noise measurement;Probabilistic logic;Measurement uncertainty;Three-dimensional displays;Point cloud compression,,69.0,,35,IEEE,1 Jul 2022,,,IEEE,IEEE Journals,,
13,Point Cloud Registration Leveraging Structural Regularity in Manhattan World,J. Liu; Y. Liu; Z. Meng,"Department of Precision Instrument, Tsinghua University, Beijing, China; Department of Precision Instrument, Tsinghua University, Beijing, China; Department of Precision Instrument, Tsinghua University, Beijing, China",IEEE Robotics and Automation Letters,4 Jul 2022,2022,7,3,7888,7895,"Point cloud registration is an essential technique for many tasks including autonomous navigation, augmented/virtual reality and scene reconstruction. In man-made environments, abundant plane features with structural regularities are commonly seen, which is actually beneficial for point cloud registration. This paper presents an accurate and robust registration method that formulates the registration problem as a maximum likelihood estimation (MLE) problem where the useful structure information is also leveraged. To align two point sets efficiently, one point set is first represented as a Gaussian mixture models (GMM) tree, and then the Manhattan frame (MF) with dominant planes is estimated and the degenerated nodes corresponding to the dominant planes in the GMM tree are clustered to embody the structure information. The proposed MLE problem is solved by an Expectation Maximization (EM) framework. In the E step, the probabilistic data association between the GMM and another point set is first estimated and then refined by aligning the MF and planes. In the M step, an optimization problem using Mahalanobis distance is solved. Experimental results on both indoor room and hybrid man-made environments show that the proposed method not only achieves a good balance between accuracy and speed, but also provides robust and accurate performance in sequence registration process. The source code is available on our Github1.",2377-3766,,10.1109/LRA.2022.3185782,"National Natural Science Foundation of China(grant numbers:U19B2029,61873140); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9806054,Localization;probability;statistical methods,Point cloud compression;Probabilistic logic;Measurement;Maximum likelihood estimation;Three-dimensional displays;Frequency modulation;Feature extraction,,5.0,,35,IEEE,24 Jun 2022,,,IEEE,IEEE Journals,,
14,An Algorithm for the SE(3)-Transformation on Neural Implicit Maps for Remapping Functions,Y. Yuan; A. Nüchter,"Informatics VII: Robotics and Telematics, University of Würzburg, Wuerzburg, Germany; Informatics VII: Robotics and Telematics, University of Würzburg, Wuerzburg, Germany",IEEE Robotics and Automation Letters,1 Jul 2022,2022,7,3,7763,7770,"Implicit representations are widely used for object reconstruction due to their efficiency and flexibility. In 2021, a novel structure named neural implicit map has been invented for incremental reconstruction. A neural implicit map alleviates the problem of inefficient memory cost of previous online 3D dense reconstruction while producing better quality. However, the neural implicit map suffers the limitation that it does not support remapping as the frames of scans are encoded into a deep prior after generating the neural implicit map. This means, that neither this generation process is invertible, nor a deep prior is transformable. The non-remappable property makes it not possible to apply loop-closure techniques. We present a neural implicit map based transformation algorithm to fill this gap. As our neural implicit map is transformable, our model supports remapping for this special map of latent features. Experiments show that our remapping module is capable to well-transform neural implicit maps to new poses. Embedded into a SLAM framework, our mapping model is able to tackle the remapping of loop closures and demonstrates high-quality surface reconstruction. Our implementation is available at github for the research community.",2377-3766,,10.1109/LRA.2022.3185383,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9804847,Mapping;SLAM,Point cloud compression;Three-dimensional displays;Simultaneous localization and mapping;Solid modeling;Shape;Pipelines;Geometry,,5.0,,39,IEEE,23 Jun 2022,,,IEEE,IEEE Journals,,
15,Indirect Point Cloud Registration: Aligning Distance Fields Using a Pseudo Third Point Set,Y. Yuan; A. Nüchter,"Informatics VII: Robotics and Telematics, University of Würzburg, Würzburg, Germany; Informatics VII: Robotics and Telematics, University of Würzburg, Würzburg, Germany",IEEE Robotics and Automation Letters,14 Jun 2022,2022,7,3,7075,7082,"In recent years, implicit functions have drawn attention in the field of 3D reconstruction and have successfully been applied with Deep Learning. However, for incremental reconstruction, implicit function-based registrations have been rarely explored. Inspired by the high precision of deep learning global feature registration, we propose to combine this with distance fields. We generalize the algorithm to a non-Deep Learning setting while retaining the accuracy. Our algorithm is more accurate than conventional models while, without any training, it achieves a competitive performance and faster speed, compared to Deep Learning-based registration models. The implementation is available on github1 for the research community.",2377-3766,,10.1109/LRA.2022.3181356,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793674,Localization;mapping;SLAM,Point cloud compression;Jacobian matrices;Measurement;Three-dimensional displays;Feature extraction;Registers;Training,,5.0,,30,IEEE,10 Jun 2022,,,IEEE,IEEE Journals,,
16,Object-Aware Monocular Depth Prediction With Instance Convolutions,E. Simsar; E. P. Örnek; F. Manhardt; H. Dhamo; N. Navab; F. Tombari,"Technical University of Munich, München, Germany; Technical University of Munich, München, Germany; Google Inc., Garching, Germany; Technical University of Munich, München, Germany; Technical University of Munich, München, Germany; Technical University of Munich, München, Germany",IEEE Robotics and Automation Letters,14 Mar 2022,2022,7,2,5389,5396,"With the advent of deep learning, estimating depth from a single RGB image has recently received a lot of attention, being capable of empowering many different applications ranging from path planning for robotics to computational cinematography. Nevertheless,while the depth maps are in their entirety fairly reliable, the estimates around object discontinuities are still far from satisfactory. This can beattributed to the fact that the convolutional operator naturally aggregates features across object discontinuities, resulting in smooth transitions rather than clear boundaries. Therefore, in order to circumvent this issue, we propose a novel convolutional operator which is explicitly tailored to avoid feature aggregation of different object parts. In particular, our method is based on estimating per-part depth values by means of super-pixels. The proposed convolutional operator, which we dub “Instance Convolution,” then only considers each object part individually on the basis of the estimated super-pixels. Our evaluation with respect to the NYUv2, iBims and KITTI datasets demonstrate the advantages of Instance Convolutions over the classical convolution at estimating depth around occlusion boundaries, while producing comparable results elsewhere. Our code is available at github.com/enisimsar/instance-conv.",2377-3766,,10.1109/LRA.2022.3155823,German Federal Ministry of Education and Research(grant numbers:16SV8088); Google; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9726910,Deep learning for visual perception;RGB-D perception,Feature extraction;Convolutional codes;Kernel;Three-dimensional displays;Image segmentation;Robots;Deep learning,,1.0,,54,IEEE,3 Mar 2022,,,IEEE,IEEE Journals,https://github.com/enisimsar/instance-conv,https://github.com/enisimsar/instance-conv
17,Global-Reasoned Multi-Task Learning Model for Surgical Scene Understanding,L. Seenivasan; S. Mitheran; M. Islam; H. Ren,"Department of Biomedical Engineering, National University of Singapore, Singapore; Department of Electronics and Communication Engineering, National Institute of Technology, Tiruchirappalli, India; Biomedical Image Analysis Group, Imperial College London, White City, London, U.K.; Department of Biomedical Engineering, National University of Singapore, Singapore",IEEE Robotics and Automation Letters,16 Feb 2022,2022,7,2,3858,3865,"Global and local relational reasoning enable scene understanding models to perform human-like scene analysis and understanding. Scene understanding enables better semantic segmentation and object-to-object interaction detection. In the medical domain, a robust surgical scene understanding model allows the automation of surgical skill evaluation, real-time monitoring of surgeon’s performance and post-surgical analysis. This letter introduces a globally-reasoned multi-task surgical scene understanding model capable of performing instrument segmentation and tool-tissue interaction detection. Here, we incorporate global relational reasoning in the latent interaction space and introduce multi-scale local (neighborhood) reasoning in the coordinate space to improve segmentation. Utilizing the multi-task model setup, the performance of the visual-semantic graph attention network in interaction detection is further enhanced through global reasoning. The global interaction space features from the segmentation module are introduced into the graph network, allowing it to detect interactions based on both node-to-node and global interaction reasoning. Our model reduces the computation cost compared to running two independent single-task models by sharing common modules, which is indispensable for practical applications. Using a sequential optimization technique, the proposed multi-task model outperforms other state-of-the-art single-task models on the MICCAI endoscopic vision challenge 2018 dataset. Additionally, we also observe the performance of the multi-task model when trained using the knowledge distillation technique. The official code implementation is made available in GitHub.",2377-3766,,10.1109/LRA.2022.3146544,"National Key R&D Program of China(grant numbers:2018YFB1307700,2018YFB1307703); Ministry of Science and Technology (MOST) of China; Hong Kong Research Grants Council (RGC) Collaborative Research Fund(grant numbers:CRF C4026-21GF); Shun Hing Institute of Advanced Engineering(grant numbers:BME-p1-21/8115064); Chinese University of Hong Kong; Singapore Academic Research Fund(grant numbers:R397000353114); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9695281,Computer vision for medical robotics;deep learning methods;semantic scene understanding;medical robots and systems,Cognition;Feature extraction;Instruments;Decoding;Computational modeling;Multitasking;Semantics,,22.0,,29,IEEE,27 Jan 2022,,,IEEE,IEEE Journals,,
18,ACD-EDMD: Analytical Construction for Dictionaries of Lifting Functions in Koopman Operator-Based Nonlinear Robotic Systems,L. Shi; K. Karydis,"Department of Electrical and Computer Engineering, University of California, Riverside, CA, USA; Department of Electrical and Computer Engineering, University of California, Riverside, CA, USA",IEEE Robotics and Automation Letters,24 Dec 2021,2022,7,2,906,913,"Koopman operator theory has been gaining momentum for model extraction, planning, and control of data-driven robotic systems. The Koopman operator’s ability to extract dynamics from data depends heavily on the selection of an appropriate dictionary of lifting functions. In this letter, we propose ACD-EDMD, a new method for Analytical Construction of Dictionaries of appropriate lifting functions for a range of data-driven Koopman operator based nonlinear robotic systems. The key insight of this work is that information about fundamental topological spaces of the nonlinear system (such as its configuration space and workspace) can be exploited to steer the construction of Hermite polynomial-based lifting functions. We show that the proposed method leads to dictionaries that are simple to implement while enjoying provable completeness and convergence guarantees when observables are weighted bounded. We evaluate ACD-EDMD using a range of diverse nonlinear robotic systems in both simulated and physical hardware experimentation (a wheeled mobile robot, a two-revolute-joint robotic arm, and a soft robotic leg). Results reveal that our method leads to dictionaries that enable high-accuracy prediction and that can generalize to diverse validation sets. The associated GitHub repository of our algorithm can be accessed at https://github.com/UCR-Robotics/ACD-EDMD.",2377-3766,,10.1109/LRA.2021.3133001,"NSF(grant numbers:IIS-1910087,CMMI-2046270,CMMI-2133084); ONR(grant numbers:N00014-19-1-2264); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9640554,Calibration and identification;model learning for control;machine learning for robot control;koopman operator;extended dynamic mode decomposition,Robots;Dictionaries;Soft robotics;Nonlinear dynamical systems;Convergence;Legged locomotion;Vehicle dynamics,,14.0,,36,IEEE,7 Dec 2021,,,IEEE,IEEE Journals,https://github.com/UCR-Robotics/ACD-EDMD,https://github.com/UCR-Robotics/ACD-EDMD
19,Avoiding Dynamic Small Obstacles With Onboard Sensing and Computation on Aerial Robots,F. Kong; W. Xu; Y. Cai; F. Zhang,"Department of Mechanical Engineering, University of Hong Kong, Hong Kong; Department of Mechanical Engineering, University of Hong Kong, Hong Kong; Department of Mechanical Engineering, University of Hong Kong, Hong Kong; Department of Mechanical Engineering, University of Hong Kong, Hong Kong",IEEE Robotics and Automation Letters,17 Aug 2021,2021,6,4,7869,7876,"In practical applications, autonomous quadrotors are still facing significant challenges, such as the detection and avoidance of very small and even dynamic obstacles (e.g., tree branches, power lines). In this paper, we propose a compact, integrated, and fully autonomous quadrotor system, which can fly safely in cluttered environments while avoiding dynamic small obstacles. Our quadrotor platform is equipped with a forward-looking three-dimensional (3D) light detection and ranging (lidar) sensor to perceive the environment and an onboard embedded computer to perform all the estimation, mapping, and planning tasks. Specifically, the computer estimates the current pose of the UAV, maintains a local map (time-accumulated point clouds KD-Trees), and computes a safe trajectory using kinodynamic A* search to the goal point. The whole perception and planning system can run onboard at 50 Hz. Various indoor and outdoor experiments show that the system can avoid dynamic small obstacles (down to 9 mm diameter bar) while flying at 2 m/s in cluttered environments. High-speed experiments are also carried out, with a maximum speed of 5.5 m/s. Our codes are open-sourced on Github1.",2377-3766,,10.1109/LRA.2021.3101877,DJI(grant numbers:200009538); GRF(grant numbers:17206920); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9507303,Aerial systems;perception and autonomy;motion and path planning;collision avoidance,Robot sensing systems;Laser radar;Trajectory;Three-dimensional displays;Navigation;Vehicle dynamics;Planning,,36.0,,29,IEEE,4 Aug 2021,,,IEEE,IEEE Journals,,
20,SRH-Net: Stacked Recurrent Hourglass Network for Stereo Matching,H. Du; Y. Li; Y. Sun; J. Zhu; F. Tombari,"State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, Tianjin, China; Department of Informatic, Technical University of Munich, Munich, Germany; State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, Tianjin, China; State Key Laboratory of Precision Measuring Technology and Instruments, Tianjin University, Tianjin, China; Department of Informatic, Technical University of Munich, Munich, Germany",IEEE Robotics and Automation Letters,20 Aug 2021,2021,6,4,8005,8012,"The cost aggregation strategy shows a crucialrole in learning-based stereo matching tasks, where 3D convolutional filters obtain state of the art but require intensive computation resources, while 2D operations need less GPU memory but are sensitive to domain shift. In this letter, we decouple the 4D cubic cost volume used by 3D convolutional filters into sequential cost maps along the direction of disparity instead of dealing with it at once by exploiting a recurrent cost aggregation strategy. Furthermore, a novel recurrent module, Stacked Recurrent Hourglass (SRH), is proposed to process each cost map. Our hourglass network is constructed based on Gated Recurrent Units (GRUs) and down/upsampling layers, which provides GRUs larger receptive fields. Then two hourglass networks are stacked together, while multi-scale information is processed by skip connections to enhance the performance of the pipeline in textureless areas. The proposed architecture is implemented in an end-to-end pipeline and evaluated on public datasets, which reduces GPU memory consumption by up to 56.1% compared with PSMNet using stacked hourglass 3D CNNs without the degradation of accuracy. Then, we further demonstrate the scalability of the proposed method on several high-resolution pairs, while previously learned approaches often fail due to the memory constraint. The code is released at https://github.com/hongzhidu/SRHNet.",2377-3766,,10.1109/LRA.2021.3101523,"National Natural Science Foundation of China(grant numbers:52075382,51721003); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9506870,Computer vision for automation;deep learning in robotics and automation,Three-dimensional displays;Pipelines;Feature extraction;Decoding;Graphics processing units;Task analysis;Convolutional codes,,8.0,,31,IEEE,4 Aug 2021,,,IEEE,IEEE Journals,https://github.com/hongzhidu/SRHNet,https://github.com/hongzhidu/SRHNet
21,Pixel-Level Extrinsic Self Calibration of High Resolution LiDAR and Camera in Targetless Environments,C. Yuan; X. Liu; X. Hong; F. Zhang,"Department of Mechanical Engineering, University of Hong Kong, Hong Kong, China; Department of Mechanical Engineering, University of Hong Kong, Hong Kong, China; School of System Design and Intelligent Manufacturing, Southern University of Science and Technology, Shenzhen, China; Department of Mechanical Engineering, University of Hong Kong, Hong Kong, China",IEEE Robotics and Automation Letters,16 Aug 2021,2021,6,4,7517,7524,"In this letter, we present a novel method for automatic extrinsic calibration of high-resolution LiDARs and RGB cameras in targetless environments. Our approach does not require checkerboards but can achieve pixel-level accuracy by aligning natural edge features in the two sensors. On the theory level, we analyze the constraints imposed by edge features and the sensitivity of calibration accuracy with respect to edge distribution in the scene. On the implementation level, we carefully investigate the physical measuring principles of LiDARs and propose an efficient and accurate LiDAR edge extraction method based on point cloud voxel cutting and plane fitting. Due to the edges' richness in natural scenes, we have carried out experiments in many indoor and outdoor scenes. The results show that this method has high robustness, accuracy, and consistency. It can promote the research and application of the fusion between LiDAR and camera. We have open sourced our code on GitHub1 to benefit the community.",2377-3766,,10.1109/LRA.2021.3098923,DJI(grant numbers:200009538); SUSTech Startup Fund; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9495137,Calibration and identification;sensor fusion;mapping,Image edge detection;Laser radar;Feature extraction;Calibration;Three-dimensional displays;Cameras;Laser beams,,167.0,,22,IEEE,26 Jul 2021,,,IEEE,IEEE Journals,,
22,MLPD: Multi-Label Pedestrian Detector in Multispectral Domain,J. Kim; H. Kim; T. Kim; N. Kim; Y. Choi,"School of Intelligent Mechatronics Engineering, Sejong University, Seoul, South Korea; School of Intelligent Mechatronics Engineering, Sejong University, Seoul, South Korea; School of Intelligent Mechatronics Engineering, Sejong University, Seoul, South Korea; NAVER LABS, Gyeonggi-do, South Korea; School of Intelligent Mechatronics Engineering, Sejong University, Seoul, South Korea",IEEE Robotics and Automation Letters,17 Aug 2021,2021,6,4,7846,7853,"Multispectral pedestrian detection has been actively studied as a promising multi-modality solution to handle illumination and weather changes. Most multi-modality approaches carry the assumption that all inputs are fully-overlapped. However, these kinds of data pairs are not common in practical applications due to the complexity of the existing sensor configuration. In this letter, we tackle multispectral pedestrian detection, where all input data are not paired. To this end, we propose a novel single-stage detection framework that leverages multi-label learning to learn input state-aware features by assigning a separate label according to the given state of the input image pair. We also present a novel augmentation strategy by applying geometric transformations to synthesize the unpaired multispectral images. In extensive experiments, we demonstrate the efficacy of the proposed method under various real-world conditions, such as fully-overlapped images and partially-overlapped images, in stereo-vision. Code and a demonstration video are available at https://github.com/sejong-rcv/MLPD-Multi-Label-Pedestrian-Detection.",2377-3766,,10.1109/LRA.2021.3099870,"National Research Foundation of Korea(grant numbers:NRF-2020M3F6A1109603,NRF-2020R1F1A1076987); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9496129,Deep learning for visual perception;object detection;multispectral pedestrian detection,Feature extraction;Head;Robot sensing systems;Detectors;Training;Lighting;Task analysis,,42.0,,22,IEEE,26 Jul 2021,,,IEEE,IEEE Journals,https://github.com/sejong-rcv/MLPD-Multi-Label-Pedestrian-Detection,https://github.com/sejong-rcv/MLPD-Multi-Label-Pedestrian-Detection
23,Human Joint Torque Modelling With MMG and EMG During Lower Limb Human-Exoskeleton Interaction,C. Caulcrick; W. Huo; W. Hoult; R. Vaidyanathan,"Department of Mechanical Engineering, and DRI-CRT, Imperial College London, London, U.K.; Department of Mechanical Engineering, and DRI-CRT, Imperial College London, London, U.K.; McLaren Applied, McLaren Technology Centre, Woking, U.K.; Department of Mechanical Engineering, and DRI-CRT, Imperial College London, London, U.K.",IEEE Robotics and Automation Letters,28 Jul 2021,2021,6,4,7185,7192,"Human-robot cooperation is vital for optimising powered assist of lower limb exoskeletons (LLEs). Robotic capacity to intelligently adapt to human force, however, demands a fusion of data from exoskeleton and user state for smooth human-robot synergy. Muscle activity, mapped through electromyography (EMG) or mechanomyography (MMG) is widely acknowledged as usable sensor input that precedes the onset of human joint torque. However, competing and complementary information between such physiological feedback is yet to be exploited, or even assessed, for predictive LLE control. We investigate complementary and competing benefits of EMG and MMG sensing modalities as a means of calculating human torque input for assist-as-needed (AAN) LLE control. Three biomechanically agnostic machine learning approaches, linear regression, polynomial regression, and neural networks, are implemented for joint torque prediction during human-exoskeleton interaction experiments. Results demonstrate MMG predicts human joint torque with slightly lower accuracy than EMG for isometric human-exoskeleton interaction. Performance is comparable for dynamic exercise. Neural network models achieve the best performance for both MMG and EMG (94.8±0.7% with MMG and 97.6±0.8% with EMG (Mean ± SD)) at the expense of training time and implementation complexity. This investigation represents the first MMG human joint torque models for LLEs and their first comparison with EMG. We provide our implementations for future investigations (https://github.com/cic12/ieee_appx).",2377-3766,,10.1109/LRA.2021.3097832,U.K. EPSRC; Dementia Research Institute Care Research Technology Centre(grant numbers:UKDRI-7003); UK-India Education and Research Initiative(grant numbers:2016-17-103); McLaren Applied Technologies; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9490364,Physical human-robot interaction;exoskeletons;rehabilitation robotics,Torque;Muscles;Electromyography;Exoskeletons;Robot sensing systems;Robots;Knee,,34.0,,36,IEEE,19 Jul 2021,,,IEEE,IEEE Journals,https://github.com/cic12/ieee_appx,https://github.com/cic12/ieee_appx
24,Topo-Boundary: A Benchmark Dataset on Topological Road-Boundary Detection Using Aerial Images for Autonomous Driving,Z. Xu; Y. Sun; M. Liu,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong; Department of Mechanical Engineering, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",IEEE Robotics and Automation Letters,29 Jul 2021,2021,6,4,7248,7255,"Road-boundary detection is important for autonomous driving. It can be used to constrain autonomous vehicles running on road areas to ensure driving safety. Compared with online road-boundary detection using on-vehicle cameras/Lidars, offline detection using aerial images could alleviate the severe occlusion issue. Moreover, the offline detection results can be directly employed to annotate high-definition (HD) maps. In recent years, deep-learning technologies have been used in offline detection. But there still lacks a publicly available dataset for this task, which hinders the research progress in this area. So in this letter, we propose a new benchmark dataset, named Topo-boundary, for offline topological road-boundary detection. The dataset contains 25,295 1000×1000-sized 4-channel aerial images. Each image is provided with 8 training labels for different sub-tasks. We also design a new entropy-based metric for connectivity evaluation, which could better handle noises or outliers. We implement and evaluate 3 segmentation-based baselines and 5 graph-based baselines using the dataset. We also propose a new imitation-learning-based baseline which is enhanced from our previous work. The superiority of our enhancement is demonstrated from the comparison. The dataset and our-implemented code for the baselines are available at https://tonyxuqaq.github.io/Topo-boundary/.",2377-3766,,10.1109/LRA.2021.3097512,Collaborative Research Fund; Research Grants Council Hong Kong(grant numbers:C4063-18G); Department of Science and Technology of Guangdong Province Fund(grant numbers:GDST20EG54); Zhongshan Municipal Science and Technology Bureau Fund(grant numbers:ZSST21EG06); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9488209,Road-boundary detection;imitation learning;large-scale dataset;autonomous driving,Roads;Measurement;Task analysis;Object detection;Image edge detection;Semantics;Databases,,31.0,,25,IEEE,16 Jul 2021,,,IEEE,IEEE Journals,https://tonyxuqaq.github.io/Topo-boundary,https://github.com/TonyXuQAQ/Topo-boundary
