index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,github_url,github_code
166,DMFuser: Distilled Multi-Task Learning for End-to-end Transformer-Based Sensor Fusion in Autonomous Driving,P. Agand; M. Mahdavian; M. Savva; M. Chen,"School of Computing Science, Simon Fraser University (SFU), Burnaby, Canada; School of Computing Science, Simon Fraser University (SFU), Burnaby, Canada; School of Computing Science, Simon Fraser University (SFU), Burnaby, Canada; School of Computing Science, Simon Fraser University (SFU), Burnaby, Canada",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,14188,14195,"In end-to-end autonomous driving, current sensor fusion and navigational control techniques used by imitation learning algorithms are insufficient in challenging scenarios involving multiple dynamic agents and result in poor driving capabilities. To tackle this issue, we introduce DMFuser, a transformer-based algorithm that employs knowledge distillation between multi-task student and single-task teachers and combines attention and convolutions to fuse multiple RGB-D camera representations to produce vehicular navigational commands (throttle, steering and brake). Our model incorporates two modules. The first module, perception, encodes data from RGB-D cameras for tasks like semantic segmentation, semantic depth cloud (SDC) mapping, and traffic light state recognition. To enhance feature extraction and fusion from both RGB and depth sources, we harness local and global capabilities of convolution and transformer modules. We employ an attention-CNN fusion structure to effectively learn and fuse RGB and SDC map features. Subsequently, the control module decodes these features along with supplementary data, containing environment’s static and dynamic information, to predict waypoints and vehicular control actions. We evaluate the model and conduct a comparative analysis, in various scenarios, weather conditions, and traffic situations, spanning from normal to adversarial in the CARLA simulator. We achieve better or comparable results in term of driving score (DS) and other metrics with respect to our baselines. Also, our ablation studies demonstrate the effectiveness of our contributions to improve the driving skills. Our code is available at the following github page: https://github.com/pagand/e2etransfuser",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802740,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802740,,Convolutional codes;Navigation;Fuses;Heuristic algorithms;Sensor fusion;Transformers;Multitasking;Cameras;Vehicle dynamics;Autonomous vehicles,,,,38,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/pagand/e2etransfuser,https://github.com/pagand/e2etransfuser
167,Task-Driven Manipulation with Reconfigurable Parallel Robots,D. Morton; M. Cutkosky; M. Pavone,"Department of Mechanical Engineering, Stanford University, Stanford, CA; Department of Mechanical Engineering, Stanford University, Stanford, CA; Department of Aeronautics and Astronautics, Stanford University, Stanford, CA",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,9924,9930,"ReachBot, a proposed robotic platform, employs extendable booms as limbs for mobility in challenging environments, such as martian caves. When attached to the environment, ReachBot acts as a parallel robot, with reconfiguration driven by the ability to detach and re-place the booms. This ability enables manipulation-focused scientific objectives: for instance, through operating tools, or handling and transporting samples. To achieve these capabilities, we develop a two-part solution, optimizing for robustness against task uncertainty and stochastic failure modes. First, we present a mixed-integer stance planner to determine the positioning of ReachBot’s booms to maximize the task wrench space about the nominal point(s). Second, we present a convex tension planner to determine boom tensions for the desired task wrenches, accounting for the probabilistic nature of microspine grasping. We demonstrate improvements in key robustness metrics from the field of dexterous manipulation, and show a large increase in the volume of the manipulation workspace. Finally, we employ Monte-Carlo simulation to validate the robustness of these methods, demonstrating good performance across a range of randomized tasks and environments, and generalization to cable-driven morphologies. We make our code available at our project webpage, https://stanfordasl.github.io/reachbot_manipulation/",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10801313,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801313,,Measurement;Parallel robots;Uncertainty;Morphology;Grasping;Reliability engineering;Probabilistic logic;Robustness;Planning;Optimization,,,,20,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://stanfordasl.github.io/reachbot_manipulation,https://github.com/StanfordASL/reachbot_manipulation
168,High-Fidelity SLAM Using Gaussian Splatting with Rendering-Guided Densification and Regularized Optimization,S. Sun; M. Mielle; A. J. Lilienthal; M. Magnusson,"AASS Research Center, Örebro University, Sweden; Independent Researcher; AASS Research Center, Örebro University, Sweden; AASS Research Center, Örebro University, Sweden",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,10476,10482,"We propose a dense RGBD SLAM system based on 3D Gaussian Splatting that provides metrically accurate pose tracking and visually realistic reconstruction. To this end, we first propose a Gaussian densification strategy based on the rendering loss to map unobserved areas and refine reobserved areas. Second, we introduce extra regularization parameters to alleviate the ""forgetting"" problem during contiunous mapping, where parameters tend to overfit the latest frame and result in decreasing rendering quality for previous frames. Both mapping and tracking are performed with Gaussian parameters by minimizing re-rendering loss in a differentiable way. Compared to recent neural and concurrently developed Gaussian splatting RGBD SLAM baselines, our method achieves state-of-the-art results on the synthetic dataset Replica and competitive results on the real-world dataset TUM. The code is released on https://github.com/ljjTYJR/HF-SLAM.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802373,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802373,,Simultaneous localization and mapping;Three-dimensional displays;Codes;Accuracy;Rendering (computer graphics);Optimization;Intelligent robots;Synthetic data,,,,30,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/ljjTYJR/HF-SLAM,https://github.com/ljjTYJR/HF-SLAM
169,Conditional Generative Denoiser for Nighttime UAV Tracking,Y. Wang; C. Fu; K. Lu; L. Yao; H. Zuo,"School of Electronic and Information Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; Department of Computer Science, University of Hong Kong, Hong Kong, China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,12971,12978,"State-of-the-art (SOTA) visual object tracking methods have significantly enhanced the autonomy of unmanned aerial vehicles (UAVs). However, in low-light conditions, the presence of irregular real noise from the environments severely degrades the performance of these SOTA methods. Moreover, existing SOTA denoising techniques often fail to meet the real-time processing requirements when deployed as plug-and-play denoisers for UAV tracking. To address this challenge, this work proposes a novel conditional generative denoiser (CG-Denoiser), which breaks free from the limitations of traditional deterministic paradigms and generates the noise conditioning on the input, subsequently removing it. To better align the input dimensions and accelerate inference, a novel nested residual Transformer conditionalizer is developed. Furthermore, an innovative multi-kernel conditional refiner is designed to pertinently refine the denoised output. Extensive experiments show that CGDenoiser promotes the tracking precision of the SOTA tracker by 18.18% on DarkTrack2021 whereas working 5.8 times faster than the second well-performed denoiser. Real-world tests with complex challenges also prove the effectiveness and practicality of CGDenoiser. Code, video demo and supplementary proof for CGDenoier are now available at: https://github.com/vision4robotics/CGDenoiser.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802714,National Natural Science Foundation of China; Natural Science Foundation of Shanghai; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802714,,Training;Visualization;Noise;Noise reduction;Process control;Autonomous aerial vehicles;Transformers;Real-time systems;Object tracking;Noise measurement,,,,33,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/vision4robotics/CGDenoiser,https://github.com/vision4robotics/CGDenoiser
170,Towards Long Term SLAM on Thermal Imagery,C. Keil; A. Gupta; P. Kaveti; H. Singh,"Institute of Experiential Robotics, Northeastern University, Boston, MA; Institute of Experiential Robotics, Northeastern University, Boston, MA; Institute of Experiential Robotics, Northeastern University, Boston, MA; Institute of Experiential Robotics, Northeastern University, Boston, MA",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,10174,10181,"Visual SLAM with thermal imagery remains a difficult problem for many state of the art (SOTA) algorithms. Compared with visible spectrum imagery, thermal imagery generally has lower contrast, higher noise, and tends to have lower resolution, making for challenging front-end data association. Thermal imagery also presents a difficult problem for long term relocalization and map reuse, because the relative temperatures of objects in thermal imagery tend to change dramatically from day to night. Feature descriptors typically used for relocalization in SLAM are unable to maintain consistency over these diurnal changes. We show that learned feature descriptors can be used within existing bag of word based localization schemes to dramatically improve place recognition across large temporal gaps in thermal imagery. In order to demonstrate the effectiveness of our trained vocabulary, we have developed a baseline SLAM system, integrating learned features and matching into a classical SLAM algorithm. Our system demonstrates good local tracking on challenging thermal imagery, and relocalization that overcomes dramatic day to night thermal appearance changes. Our code and datasets are available here: https://github.com/neufieldrobotics/IRSLAM_Baseline",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802139,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802139,,Location awareness;Vocabulary;Visualization;Simultaneous localization and mapping;Image resolution;Image recognition;Codes;Noise;Thermal noise;Intelligent robots,,,,43,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/neufieldrobotics/IRSLAM_Baseline,https://github.com/neufieldrobotics/IRSLAM_Baseline
171,SSCBench: A Large-Scale 3D Semantic Scene Completion Benchmark for Autonomous Driving,Y. Li; S. Li; X. Liu; M. Gong; K. Li; N. Chen; Z. Wang; Z. Li; T. Jiang; F. Yu; Y. Wang; H. Zhao; Z. Yu; C. Feng,New York University; New York University; New York University; New York University; New York University; New York University; New York University; New York University; Tsinghua University; ETH Zurich; NVIDIA; Tsinghua University; NVIDIA; New York University,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,13333,13340,"Monocular scene understanding is a foundational component of autonomous systems. Within the spectrum of monocular perception topics, one crucial and useful task for holistic 3D scene understanding is semantic scene completion (SSC), which jointly completes semantic information and geometric details from RGB input. However, progress in SSC, particularly in large-scale street views, is hindered by the scarcity of high-quality datasets. To address this issue, we introduce SSCBench, a comprehensive benchmark that integrates scenes from widely used automotive datasets (e.g., KITTI-360, nuScenes, and Waymo). SSCBench follows an established setup and format in the community, facilitating the easy exploration of SSC methods in various street views. We benchmark models using monocular, trinocular, and point cloud input to assess the performance gap resulting from sensor coverage and modality. Moreover, we have unified semantic labels across diverse datasets to simplify cross-domain generalization testing. We commit to including more datasets and SSC models to drive further advancements in this field. Our data and code are available at https://github.com/ai4ce/SSCBench.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802143,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802143,,Point cloud compression;Three-dimensional displays;Codes;Semantics;Benchmark testing;Robot sensing systems;Next generation networking;Intelligent robots;Autonomous vehicles;Automotive engineering,,1.0,,67,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/ai4ce/SSCBench,https://github.com/ai4ce/SSCBench
172,A Robot Kinematics Model Estimation Using Inertial Sensors for On-Site Building Robotics,H. Sato; T. Makabe; I. Yanokura; N. Yamaguchi; K. Okada; M. Inaba,"Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Graduate School of Information Science and Technology, The University of Tokyo, Tokyo, Japan",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,8724,8731,"In order to make robots more useful in a variety of environments, they need to be highly portable so that they can be transported to wherever they are needed, and highly storable so that they can be stored when not in use. We propose ""on-site robotics"", which uses parts procured at the location where the robot will be active, and propose a new solution to the problem of portability and storability. In this paper, as a proof of concept for on-site robotics, we describe a method for estimating the kinematic model of a robot by using inertial measurement units (IMU) sensor module on rigid links, estimating the relative orientation between modules from angular velocity, and estimating the relative position from the measurement of centrifugal force.At the end of this paper, as an evaluation for this method, we present an experiment in which a robot made up of wooden sticks reaches a target position. In this experiment, even if the combination of the links is changed, the robot is able to reach the target position again immediately after estimation, showing that it can operate even after being reassembled. Our implementation is available on https://github.com/hiroya1224/urdf_estimation_with_imus.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802591,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802591,,Measurement units;Robot kinematics;Buildings;Estimation;Kinematics;Position measurement;Robot sensing systems;Manipulators;Velocity measurement;Robots,,,,26,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/hiroya1224/urdf_estimation_with_imus,https://github.com/hiroya1224/urdf_estimation_with_imus
173,"Look Gauss, No Pose: Novel View Synthesis using Gaussian Splatting without Accurate Pose Initialization",C. Schmidt; J. Piekenbrinck; B. Leibe,"Computer Vision Group, RWTH Aachen University; Computer Vision Group, RWTH Aachen University; Computer Vision Group, RWTH Aachen University",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,8732,8739,"3D Gaussian Splatting has recently emerged as a powerful tool for fast and accurate novel-view synthesis from a set of posed input images. However, like most novel-view synthesis approaches, it relies on accurate camera pose information, limiting its applicability in real-world scenarios where acquiring accurate camera poses can be challenging or even impossible. We propose an extension to the 3D Gaussian Splatting framework by optimizing the extrinsic camera parameters with respect to photometric residuals. We derive the analytical gradients and integrate their computation with the existing high-performance CUDA implementation. This enables downstream tasks such as 6-DoF camera pose estimation as well as joint reconstruction and camera refinement. In particular, we achieve rapid convergence and high accuracy for pose estimation on real-world scenes. Our method enables fast reconstruction of 3D scenes without requiring accurate pose information by jointly optimizing geometry and camera poses, while achieving state-of-the-art results in novel-view synthesis. Our approach is considerably faster to optimize than most competing methods, and several times faster in rendering. We show results on real-world scenes and complex trajectories through simulated environments, achieving state-of-the-art results on LLFF while reducing runtime by two to four times compared to the most efficient competing method. Source code will be available at https://github.com/Schmiddo/noposegs.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10801639,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801639,,Accuracy;Three-dimensional displays;Runtime;Limiting;Source coding;Pose estimation;Cameras;Rendering (computer graphics);Trajectory;Image reconstruction,,,,33,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/Schmiddo/noposegs,https://github.com/Schmiddo/noposegs
174,Sim-to-Real Domain Shift in Online Action Detection,C. Patsch; W. Torjmene; M. Zakour; Y. Wu; D. Salihu; E. Steinbach,"Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany; Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany; Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany; Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany; Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany; Department of Computer Engineering, School of Computation, Information, and Technology, Munich Institute of Robotics and Machine Intelligence (MIRMI), Chair of Media Technology, Technical University of Munich, Muenchen, Germany",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,388,394,"Human reasoning comprises the ability to understand and reason about the current action solely based on past information. To provide effective assistance in an eldercare or household environment an assistive robot or intelligent assistive system has to assess human actions correctly. Based on this presumption, the task of online action detection determines the current action solely based on the past without access to future information. During inference, the performance of the model is largely impacted by the attributes of the underlying training dataset. However, as high costs and ethical concerns are associated with the real-world data collection process, synthetically created data provides a way to mitigate these problems while providing additional data for the training process of the underlying action detection model to improve performanceDue to the inherent domain shift between the synthetic and real data, we introduce a new egocentric dataset called Human Kitchen Interactions (HKI) to investigate the sim-to-real gap. Our dataset contains in total 100 synthetic and real videos in which 21 different actions are executed in a kitchen environment. The synthetic data is acquired in an egocentric virtual reality (VR) setup while capturing the virtual environment in a game engine. We evaluate state-of-the-art online action detection models on our dataset and provide insights into sim-to-real domain shift. Upon acceptance, we will release our dataset and the corresponding features at https://c-patsch.github.io/HKI/.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802421,Bayer; Ministry of Education; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802421,Visual Learning;Datasets for Human Motion;Simulation and Animation,Training;Solid modeling;Visualization;Data acquisition;Video sequences;Virtual environments;Training data;Data models;Synthetic data;Videos,,,,36,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://c-patsch.github.io/HKI,https://github.com/c-patsch/HKI
175,AO-Grasp: Articulated Object Grasp Generation,C. P. Morlans; C. Chen; Y. Weng; M. Yi; Y. Huang; N. Heppert; L. Zhou; L. Guibas; J. Bohg,"Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA; University of Freiburg, Germany; Stanford University, CA, USA; Stanford University, CA, USA; Stanford University, CA, USA",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,13096,13103,"We introduce AO-Grasp, a grasp proposal method that generates 6 DoF grasps that enable robots to interact with articulated objects, such as opening and closing cabinets and appliances. AO-Grasp consists of two main contributions: the AO-Grasp Model and the AO-Grasp Dataset. Given a segmented partial point cloud of a single articulated object, the AO-Grasp Model predicts the best grasp points on the object with an Actionable Grasp Point Predictor. Then, it finds corresponding grasp orientations for each of these points, resulting in stable and actionable grasp proposals. We train the AO-Grasp Model on our new AO-Grasp Dataset, which contains 78K actionable parallel-jaw grasps on synthetic articulated objects. In simulation, AO-Grasp achieves a 45.0% grasp success rate, whereas the highest performing baseline achieves a 35.0% success rate. Additionally, we evaluate AO-Grasp on 120 real-world scenes of objects with varied geometries, articulation axes, and joint states, where AO-Grasp produces successful grasps on 67.5% of scenes, while the baseline only produces successful grasps on 33.3% of scenes. To the best of our knowledge, AO-Grasp is the first method for generating 6 DoF grasps on articulated objects directly from partial point clouds without requiring part detection or hand-designed grasp heuristics. The AO-Grasp Dataset and a pre-trained AO-Grasp model are available at our project website: https://stanford-iprl-lab.github.io/ao-grasp/.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802558,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802558,,Point cloud compression;Geometry;Predictive models;6-DOF;Proposals;Joints;Intelligent robots,,,,41,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://stanford-iprl-lab.github.io/ao-grasp,https://github.com/stanford-iprl-lab/ao-grasp
176,Semantics from Space: Satellite-Guided Thermal Semantic Segmentation Annotation for Aerial Field Robots,C. Lee; S. Soedarmadji; M. Anderson; A. J. Clark; S. -J. Chung,California Institute of Technology; California Institute of Technology; California Institute of Technology; California Institute of Technology; California Institute of Technology,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,10407,10414,"We present a new method to automatically generate semantic segmentation annotations for thermal imagery captured from an aerial vehicle by utilizing satellite-derived data products alongside onboard global positioning and attitude estimates. This new capability overcomes the challenge of developing thermal semantic perception algorithms for field robots due to the lack of annotated thermal field datasets and the time and costs of manual annotation, enabling precise and rapid annotation of thermal data from field collection efforts at a massively-parallelizable scale. By incorporating a thermal-conditioned refinement step with visual foundation models, our approach can produce highly-precise semantic segmentation labels using low-resolution satellite land cover data for little-tono cost. It achieves 98.5% of the performance from using costly high-resolution options and demonstrates between 70-160% improvement over popular zero-shot semantic segmentation methods based on large vision-language models currently used for generating annotations for RGB imagery. Code will be available at: https://github.com/connorlee77/aerial-auto-segment.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10801479,Office of Naval Research; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10801479,,Training;Visualization;Satellites;Costs;Annotations;Semantic segmentation;Semantics;Robot sensing systems;Robustness;Sensors,,1.0,,46,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/connorlee77/aerial-auto-segment,https://github.com/connorlee77/aerial-auto-segment
177,UMAD: University of Macau Anomaly Detection Benchmark Dataset,D. Li; L. Chen; C. -Z. Xu; H. Kong,"The State Key Laboratory of Internet of Things for Smart City (SKL-IOTSC), Faculty of Science and Technology, University of Macau, China; The State Key Laboratory of Internet of Things for Smart City (SKL-IOTSC), Faculty of Science and Technology, University of Macau, China; The State Key Laboratory of Internet of Things for Smart City (SKL-IOTSC), Faculty of Science and Technology, University of Macau, China; The State Key Laboratory of Internet of Things for Smart City (SKL-IOTSC), Faculty of Science and Technology, University of Macau, China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,5836,5843,"Anomaly detection is critical in surveillance systems and patrol robots by identifying anomalous regions in images for early warning. Depending on whether reference data are utilized, anomaly detection can be categorized into anomaly detection with reference and anomaly detection without reference. Currently, anomaly detection without reference, which is closely related to out-of-distribution (OoD) object detection, struggles with learning anomalous patterns due to the difficulty of collecting sufficiently large and diverse anomaly datasets with the inherent rarity and novelty of anomalies. Alternatively, anomaly detection with reference employs the scheme of change detection to identify anomalies by comparing semantic changes between a reference image and a query one. However, there are very few ADr works due to the scarcity of public datasets in this domain. In this paper, we aim to address this gap by introducing the UMAD Benchmark Dataset. To our best knowledge, this is the first benchmark dataset designed specifically for anomaly detection with reference in robotic patrolling scenarios, e.g., where an autonomous robot is employed to detect anomalous objects by comparing a reference and a query video sequences. The reference sequences can be taken by the robot along a specified route when there are no anomalous objects in the scene. The query sequences are captured online by the robot when it is patrolling in the same scene following the same route. Our benchmark dataset is elaborated such that each query image can find a corresponding reference based on accurate robot localization along the same route in the pre-built 3D map, with which the reference and query images can be geometrically aligned using adaptive warping. Besides the proposed benchmark dataset, we evaluate the baseline models of ADr on this dataset. We hope this benchmark dataset will facilitate the advancement of ADr methods in the future. Our UMAD benchmark dataset will be publicly accessible at https://github.com/IMRL/UMAD.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802194,Science and Technology Development Fund; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802194,,Accuracy;Three-dimensional displays;Surveillance;Video sequences;Semantics;Object detection;Benchmark testing;Robot localization;Anomaly detection;Intelligent robots,,,,42,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/IMRL/UMAD,https://github.com/IMRL/UMAD
178,Representing 3D sparse map points and lines for camera relocalization,B. -T. Bui; H. -H. Bui; D. -T. Tran; J. -H. Lee,"Graduate School of Information Science and Engineering, Ritsumeikan University, Japan; Graduate School of Information Science and Engineering, Ritsumeikan University, Japan; College of Information Science and Engineering, Ritsumeikan University, Japan; College of Information Science and Engineering, Ritsumeikan University, Japan",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,8400,8407,"Recent advancements in visual localization and mapping have demonstrated considerable success in integrating point and line features. However, expanding the localization framework to include additional mapping components frequently results in increased demand for memory and computational resources dedicated to matching tasks. In this study, we show how a lightweight neural network can learn to represent both 3D point and line features, and exhibit leading pose accuracy by harnessing the power of multiple learned mappings. Specifically, we utilize a single transformer block to encode line features, effectively transforming them into distinctive point-like descriptors. Subsequently, we treat these point and line descriptor sets as distinct yet interconnected feature sets. Through the integration of self- and cross-attention within several graph layers, our method effectively refines each feature before regressing 3D maps using two simple MLPs. In comprehensive experiments, our indoor localization findings surpass those of Hloc and Limap across both point-based and line-assisted configurations. Moreover, in outdoor scenarios, our method secures a significant lead, marking the most considerable enhancement over state-of-the-art learning-based methodologies. The source code and demo videos of this work are publicly available at: https://thpjp.github.io/pl2map/.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802402,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802402,,Location awareness;Training;Visualization;Solid modeling;Three-dimensional displays;Source coding;Pipelines;Cameras;Transformers;Videos,,,,40,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://thpjp.github.io/pl2map,https://github.com/ais-lab/pl2map
179,Uncertainty-Aware Deployment of Pre-trained Language-Conditioned Imitation Learning Policies,B. Wu; B. D. Lee; K. Daniilidis; B. Bucher; N. Matni,"GRASP Lab, University of Pennsylvania; GRASP Lab, University of Pennsylvania; GRASP Lab, University of Pennsylvania; GRASP Lab, University of Pennsylvania; GRASP Lab, University of Pennsylvania",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,878,883,"Large-scale robotic policies trained on data from diverse tasks and robotic platforms hold great promise for enabling general-purpose robots; however, reliable generalization to new environment conditions remains a major challenge. Toward addressing this challenge, we propose a novel approach for uncertainty-aware deployment of pre-trained language-conditioned imitation learning agents. Specifically, we use temperature scaling to calibrate these models and exploit the calibrated model to make uncertainty-aware decisions by aggregating the local information of candidate actions. We implement our approach in simulation using three such pre-trained models, and showcase its potential to significantly enhance task completion rates. The accompanying code is accessible at the link: https://github.com/BobWu1998/uncertainty_quant_all.git",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802849,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802849,,Training;Codes;Foundation models;Imitation learning;Decision making;Calibration;Reliability;Intelligent robots,,,,25,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://github.com/BobWu1998/uncertainty_quant_all,https://github.com/BobWu1998/uncertainty_quant_all
180,AVM-SLAM: Semantic Visual SLAM with Multi-Sensor Fusion in a Bird’s Eye View for Automated Valet Parking,Y. Li; W. Yang; D. Lin; Q. Wang; Z. Cui; X. Qin,"Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, PR China; NA; Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, PR China; Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, PR China; Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, PR China; Chengdu Institute of Computer Applications, Chinese Academy of Sciences, Chengdu, PR China",2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),25 Dec 2024,2024,,,7937,7943,"Accurate localization in challenging garage environments—marked by poor lighting, sparse textures, repetitive structures, dynamic scenes, and the absence of GPS—is crucial for automated valet parking (AVP) tasks. Addressing these challenges, our research introduces AVM-SLAM, a cutting-edge semantic visual SLAM architecture with multi-sensor fusion in a bird’s eye view (BEV). This novel framework synergizes the capabilities of four fisheye cameras, wheel encoders, and an inertial measurement unit (IMU) to construct a robust SLAM system. Unique to our approach is the implementation of a flare removal technique within the BEV imagery, significantly enhancing road marking detection and semantic feature extraction by convolutional neural networks for superior mapping and localization. Our work also pioneers a semantic prequalification (SPQ) module, designed to adeptly handle the challenges posed by environments with repetitive textures, thereby enhancing loop detection and system robustness. To demonstrate the effectiveness and resilience of AVM-SLAM, we have released a specialized multi-sensor and high-resolution dataset of an underground garage, accessible at https://yale-cv.github.io/avm-slamdataset, encouraging further exploration and validation of our approach within similar settings.",2153-0866,979-8-3503-7770-5,10.1109/IROS58592.2024.10802668,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10802668,,Location awareness;Visualization;Simultaneous localization and mapping;Roads;Semantic segmentation;Semantics;Wheels;Feature extraction;Robustness;Resilience,,,,31,IEEE,25 Dec 2024,,,IEEE,IEEE Conferences,https://yale-cv.github.io/avm-slamdataset,
